indice_tiempo,demanda_total,demanda_residencial,comercio_e_industria,grandes_usuarios,temperatura_promedio,potencia_maxima,ede_tucuman,edelap_sa,edenor_distribuidor,edesal_distribuidor,edestesa_emp_dist__este,edesur_distribuidor,emp_de_energia_de_rio_negro_sa,emp_dist_energ_atlantica,emp_de_energia_de_la_rioja_sa,emp_dist_energia_de_salta,emp_electric_misiones_sa,empresa_dis_estero_sa,empresa_jujenia_de_energia_sa,energia_de_catamarca_sa,energia_de_entre_rios_sa,energia_de_mendoza_sa,energia_san_juan_sa_exedessa,epec_distribuidor,epen_distribuidor,epesf_distribuidor,recursos_y_energia_formosa_sa,secheep,spse_santa_cruz
2021-06-01,12053.804232,6070.270050999998,4011.8050380000013,1971.7291430000016,11.9,25913.0,232.774354,295.404522,2299.95112,118.8787,57.834049,1775.694917,118.43967599999999,252.82094199999997,111.686231,172.206134,205.157156,122.80919100000003,83.83103400000002,93.52752300000002,231.746507,284.807082,168.89238199999997,849.266076,79.69360800000001,893.6558660000001,80.10110700000001,201.13480400000003,57.585346
2021-07-01,12418.960364999999,6268.417448999998,4148.275478,2002.2674380000014,12.2,24816.0,227.660491,307.084949,2376.4561580000004,119.44332700000002,60.744285000000005,1850.2832210000004,121.62785400000001,273.114749,113.96899299999998,172.39786900000001,205.370498,122.698008,82.41016600000002,91.12912399999999,240.815618,297.31366599999996,177.45937700000002,859.60969,85.816303,931.9451099999999,83.316578,209.01287299999998,57.277447
2021-08-01,11660.287777999993,5534.851943999994,4087.353907999998,2038.0819260000012,13.2,24816.0,210.20779599999997,287.060047,2129.108997,108.63375799999999,62.050364,1704.248729,116.866421,262.528429,108.936995,164.09892000000002,202.400396,113.36663300000001,75.89062299999999,82.138406,223.87343600000003,283.30592299999995,152.37987900000002,804.235714,83.00997199999999,824.9345279999999,87.571213,203.455884,55.957669
2021-09-01,10374.794059999995,4460.019196999997,3894.843471,2019.9313919999977,16.0,20771.0,193.994633,233.598598,1744.416134,98.71354500000002,60.838432,1396.099409,104.341943,237.04001699999998,101.54242299999999,155.88702600000002,195.69115,107.953867,72.492924,74.596008,204.825143,255.053079,128.291366,700.687441,73.607564,714.0280700000001,97.496349,201.997307,51.271421000000004
2021-10-01,10451.324174999992,4481.150232999995,4023.8099989999982,1946.3639429999996,18.8,23317.0,234.73425899999998,210.75355199999998,1685.8994039999998,102.51081600000002,68.65506199999999,1335.355676,104.25713899999998,231.20647800000003,116.120037,170.409485,202.773721,137.990487,79.081283,87.67701900000002,220.860559,275.86930000000007,144.117845,735.423743,74.024584,749.3382349999999,102.91413599999998,221.226495,50.258773
2021-11-01,10569.433718999997,4450.331244999997,4120.005402,1999.0970720000005,21.6,21920.0,231.799292,188.01844,1627.568263,100.33456899999999,65.91453999999999,1286.767612,102.08629299999998,218.56837600000003,124.764301,169.133005,226.34615799999997,140.179957,78.41359999999999,91.659935,244.37252900000001,270.35869399999996,163.14241700000002,752.5009749999999,74.25018700000001,797.5180409999999,123.16415,261.074699,46.636367
2021-12-01,12457.845451999998,5875.231035999998,4637.279511000001,1945.3349049999983,25.0,27088.0,288.907305,218.96429999999995,2042.3993129999997,113.087888,71.849209,1564.502015,118.675641,244.07897200000002,142.048575,195.01451600000001,272.469576,212.46746700000003,92.634504,107.85789199999999,322.554739,299.800728,204.26531099999997,902.325971,82.76682400000001,1041.534148,160.93641600000004,342.42103900000006,46.201117999999994
2022-01-01,13067.604932,6464.484064,4801.009870999998,1802.1109970000016,26.2,28231.0,317.12012999999996,232.39638300000004,2123.566831,128.915595,85.47965400000001,1638.7123530000001,131.593679,285.35063600000007,153.972994,209.26983399999997,295.592886,223.93922400000002,96.53526400000001,114.317515,333.11565400000006,342.54341999999997,227.41027899999997,953.196789,86.396948,1078.3514030000001,185.505408,395.85601299999996,44.69048300000001
2022-02-01,10567.756899,4612.567413999998,4185.905605,1769.2838800000022,23.2,25050.0,234.95598200000003,182.57945400000003,1590.705043,99.57709200000001,66.93951000000001,1256.676382,123.758549,237.559535,113.255387,170.504446,250.79087600000003,161.512176,78.69107500000001,90.275987,262.2303,265.75724799999995,169.291012,745.9183710000001,76.52815700000001,838.0277320000001,148.135657,317.410539,42.997744999999995
2022-03-01,10881.578983000003,4481.118657,4393.4010849999995,2007.0592410000038,20.8,21332.0,220.58615600000002,201.467406,1694.5122649999998,100.961584,73.453286,1344.0493050000002,124.01983399999997,236.69616499999998,115.07417799999999,175.90759,245.54794600000002,138.67689599999997,78.18911800000001,86.24623700000001,234.39103400000002,285.075838,169.78073799999999,767.0716009999999,77.169296,799.3140840000001,133.907666,266.423331,50.731919999999995
2022-04-01,10147.364071,3999.097408,4100.350536,2047.9161270000002,18.0,19783.0,192.501349,200.827314,1596.5101579999998,95.26889200000001,60.514163999999994,1257.3356840000001,114.63196200000002,230.449299,93.96453100000001,155.584772,205.465134,110.01945199999999,71.422606,75.01259500000002,211.49338800000004,256.086443,127.987786,708.8284839999999,76.294291,733.9838820000001,95.88335,199.789792,52.649375
2022-05-01,11727.995000999996,5346.350927,4327.068462999998,2054.575610999997,13.8,25362.0,213.55508899999998,278.96519499999994,2114.453711,114.62640899999998,59.74941499999999,1653.83464,124.77802700000001,266.77216400000003,100.95934700000001,166.02227500000004,212.27142700000002,114.083685,77.936905,83.963209,230.372856,281.291221,152.547956,830.4254870000001,84.81695199999999,857.36905,80.407215,195.39858200000003,57.676603
2022-06-01,13074.470377999998,6686.6298879999995,4432.274610999999,1955.565879,10.8,26062.0,252.912986,333.93273,2567.914259,129.06148,60.936752999999996,1977.9555859999998,124.243136,291.2936900000001,120.119855,188.747239,175.602515,140.412967,86.401542,103.218693,256.00261,311.516962,185.237946,928.777729,85.84497400000001,988.2348390000001,86.03817500000001,224.446575,59.521268
2022-07-01,12639.619365999997,6277.761202999999,4421.696106,1940.1620569999975,12.6,24477.0,233.81462399999998,317.10149700000005,2403.8069080000005,128.12938499999998,61.33285599999999,1898.393809,124.08053699999999,296.2454450000001,116.26083300000002,176.75820800000002,204.911568,128.889258,81.803386,99.17992600000001,240.98522300000005,310.9307839999999,181.124495,897.67485,91.16072799999999,925.130482,87.17814899999999,206.61354799999998,63.006592000000005
2022-08-01,11782.419631000004,5480.926603,4344.918827000001,1956.5742010000033,13.7,23389.0,210.66432400000002,291.06965299999996,2128.5304079999996,114.76079899999999,63.120084000000006,1701.3590239999999,119.150712,276.79387199999996,111.77399299999999,166.993776,203.17545500000003,116.154013,75.274902,87.993912,233.75963899999996,294.770985,159.75687599999998,831.138704,87.59145400000001,848.2240669999999,87.68244100000001,203.021556,58.894037999999995
2022-09-01,10314.000247000002,4294.969294,4060.319054000001,1958.7118990000004,15.8,20194.0,190.43758,229.814766,1703.6027100000001,105.16624800000001,63.92403999999999,1354.271744,106.937265,243.66130900000002,102.517642,155.79267100000004,161.820738,104.68386699999999,71.543966,79.44660699999999,209.72171899999995,274.01280299999996,135.42811399999997,747.346186,79.957526,735.473469,79.916574,180.665384,53.493927
2022-10-01,10221.298637999997,4191.800321999999,4056.2868630000003,1973.2114529999972,18.1,19630.0,213.23360699999998,210.33089999999999,1613.7975019999997,100.78783800000001,65.63666200000002,1292.327948,102.29749299999999,241.61911900000004,109.92859499999999,169.65299,141.54774099999997,126.803736,77.350628,84.08632399999999,214.69329900000002,263.4379129999999,137.37752600000002,744.6681040000001,77.91704900000002,717.9171940000001,96.897137,213.957626,51.755912
2022-11-01,11323.713162000004,4999.888377000003,4287.904183999998,2035.9206010000023,23.0,26610.0,271.676662,206.425856,1802.524537,110.77775600000001,72.25556900000001,1413.242376,107.829567,224.42595100000003,136.874785,185.913986,166.98194200000003,170.48254699999998,84.754392,103.67359700000002,259.475015,291.998274,189.04376700000003,843.1261079999999,79.91007100000002,876.2331930000003,113.06716999999999,259.69498,47.070672
2022-12-01,13027.412096000002,6321.388548000003,4713.010959999999,1993.0125880000005,25.0,28283.0,304.9701610000001,228.86984999999999,2118.097236,122.047977,83.69510499999998,1638.864839,124.69123300000001,247.70791200000002,149.52538099999998,200.43826000000004,254.78112500000003,217.69462099999998,94.697285,112.21736999999999,318.65858,345.560663,230.97145899999998,975.4920490000001,86.74024899999999,1078.74329,169.52654300000003,361.96663,47.368595000000006
2023-01-01,13593.482593999997,6817.409084,4831.820802000001,1944.2527079999961,26.9,27420.0,314.45808400000004,244.90304199999997,2258.0566959999996,120.09676300000001,83.14948600000001,1765.7496170000002,140.518027,294.02492799999993,149.06047999999998,208.206414,276.114363,240.001228,96.41803700000001,114.792919,351.442002,357.14538400000004,224.016157,978.0607520000001,89.98958799999998,1123.5059899999997,175.08461400000004,385.296549,45.57097099999999
2023-02-01,11906.275881999993,5684.562914999997,4409.545750000001,1812.167216999995,25.6,28207.0,276.309251,224.04140800000005,1970.818697,107.17574400000001,75.95767300000001,1550.529702,134.780372,247.333664,136.824189,180.942253,238.227144,189.19520200000002,83.013157,103.93351700000001,285.453733,323.84593899999993,195.62961399999998,848.4159289999999,82.354295,935.407527,144.47668900000002,317.97927099999987,43.40205899999999
2023-03-01,13996.904604999996,6927.3763519999975,5016.569765999998,2052.958487000001,27.1,29105.0,345.2003849999999,270.31031899999994,2492.217207,114.47984399999999,76.13637299999999,1908.735313,135.037503,265.72671099999997,149.53878200000003,212.936971,277.62395799999996,229.191128,92.58491299999999,120.674997,338.97589500000004,319.73837900000007,202.657241,985.3027910000001,85.40500300000002,1172.633394,162.90508799999998,368.407906,50.87707200000001
2023-04-01,10046.212478000001,3985.954278,4131.210056,1929.0481440000017,19.1,19984.0,199.79229800000002,200.37193999999997,1564.880097,93.351423,59.204222,1256.3651779999998,114.06264,235.289063,96.286859,157.514635,206.00586,113.407983,71.757178,80.436095,214.66212199999998,253.78608000000006,131.040357,725.6060099999999,80.126769,717.4403350000001,99.992298,219.15819900000002,52.22858699999999
2023-05-01,10815.469723999999,4656.383154,4164.095397000001,1994.9911729999974,16.4,21837.0,202.94109000000003,241.92918,1837.8699080000001,100.87095300000001,57.411353,1459.2642750000002,121.15433500000002,257.675919,92.64122400000001,159.76624199999998,201.41352899999998,110.10790599999999,74.03163699999999,79.71987,219.90577199999998,264.72222000000005,137.73744799999997,764.164548,86.463381,756.825615,84.28823000000003,193.83412900000002,56.902922000000004
2023-06-01,12071.781236,5835.774393000001,4197.267626999997,2038.7392160000031,13.2,24935.0,225.293794,293.851741,2208.934653,120.297184,57.989109,1743.1212119999998,123.46248200000001,280.054836,106.74078,169.11652300000003,206.661124,122.14096900000001,77.29407199999999,92.44659700000001,234.20861800000003,289.12310099999996,169.551794,863.098,89.371637,859.0658919999998,87.21553500000002,207.75622799999996,58.35375099999999
2023-07-01,12477.225902999993,6277.161518999997,4321.338782999998,1878.7256009999985,13.0,25476.0,238.371387,308.07848799999994,2339.456904,128.266165,61.107993,1868.852618,126.20242499999999,293.26195800000005,113.47896300000001,177.68760699999999,214.30366199999997,129.63255800000002,80.789435,100.22456000000001,245.11758099999997,303.76779600000003,183.158102,906.0160839999998,96.348342,909.896977,88.775018,208.94794700000003,62.399179000000004
2023-08-01,11756.000498999998,5501.921764,4286.131279000002,1967.9474559999965,14.2,22313.0,207.98890499999996,286.753582,2126.458698,114.223612,62.55571200000001,1704.5121830000003,120.633597,289.347359,104.649014,164.880735,211.260513,115.499701,75.014791,84.665744,232.07133599999997,287.654816,153.59615100000002,814.19745,89.655157,823.322392,98.133001,213.97612400000003,59.680337
2023-09-01,10962.244457000003,4894.324626000002,4095.4191290000017,1972.5007019999982,15.0,23085.0,205.21233200000003,256.730717,1876.54173,106.561676,64.913919,1521.340442,109.81509899999999,264.587166,103.543216,166.181924,190.02331000000004,115.87809500000002,74.73192400000002,82.46428900000001,216.752417,271.66635799999995,140.050388,761.56964,81.17583000000002,744.180802,107.60083300000001,217.41120299999997,55.451926
2023-10-01,10454.125794,4396.246597000001,4095.4632709999996,1962.4159259999985,18.2,19520.0,225.921298,209.65700500000003,1622.067001,101.37034200000002,67.565021,1308.979774,102.91804499999999,242.33327300000002,114.371776,183.25120400000003,190.91954199999998,146.061485,82.652623,91.53219000000001,223.13918600000002,263.819465,147.85603100000003,755.732717,78.23296100000002,716.4040969999999,124.51398000000003,250.40441800000002,52.08914300000001
2023-11-01,11040.811142999999,4843.967603999999,4237.822727,1959.0208120000004,21.2,24791.0,267.301733,199.849213,1702.2007049999997,105.244018,69.63365400000002,1354.8769539999998,102.402603,231.46795200000003,139.189372,201.78826299999997,174.84496200000004,177.043185,92.05597300000001,107.424988,245.44578900000002,287.289956,181.792111,803.851198,74.232915,813.4586629999998,146.030938,304.454159,47.89482800000001
2023-12-01,11763.004028,5475.149277999999,4416.089382,1871.7653680000005,22.9,25688.0,284.052441,209.106767,1835.4686159999999,111.67006500000001,79.757497,1469.8838489999998,112.89030999999999,241.73460600000004,146.91871799999998,202.724972,210.37355200000002,201.561484,94.772726,111.291969,268.7225509999999,334.567153,228.48203600000002,863.781269,84.02502700000002,897.7198060000001,167.07444800000005,348.669486,47.77214000000001
2024-01-01,13090.206981000001,6486.224939000002,4701.1217209999995,1902.8603209999997,25.8,28719.0,303.57077,238.221296,2138.0159759999997,120.65631200000001,87.478049,1689.811264,141.750445,294.4189989999999,157.524396,217.50277000000003,259.84369999999996,229.70397200000002,97.62985599999999,122.397884,308.57169400000004,366.10667000000007,258.073123,912.56708,94.62130099999999,1020.5043939999999,178.516707,370.64436000000006,45.942156000000004
2024-02-01,12851.124117999996,6343.135652999998,4619.141978,1888.8464869999993,26.3,29653.0,302.38943600000005,235.45801500000002,2111.966995,117.27973600000001,84.01312700000003,1648.856713,140.61045500000003,268.7169610000001,147.832943,208.10468600000002,262.714432,213.831225,89.833643,118.05552600000001,323.32797100000005,343.34459200000003,237.41702,891.792886,86.943262,1032.556283,172.537236,374.9778089999999,44.74654600000001
2024-03-01,11956.626840999998,5484.609657999999,4534.521938,1937.4952449999987,23.3,24053.0,307.86851299999995,203.27515999999997,1780.103603,112.99624600000001,75.64104100000002,1419.684727,126.002122,244.962705,142.71169500000002,217.070995,263.59363900000005,217.67641,91.37567600000001,118.39655100000002,285.59561099999996,313.51454,209.726917,886.7417159999999,81.46406700000001,965.4769749999999,177.27749500000002,378.08299700000003,51.569770000000005
2024-04-01,10004.921217,4253.020670000001,3934.5453970000003,1817.355149999998,18.7,19122.0,205.971293,200.594771,1546.1173100000003,94.67367700000003,57.554587999999995,1247.9234210000002,115.88807299999999,232.68663400000003,94.984268,164.09373000000002,230.461238,111.52324500000003,73.158324,81.664039,215.216148,256.66490400000004,136.436399,704.569857,79.627363,714.274754,127.045937,252.92606999999995,52.239740000000005
2024-05-01,12213.338451000001,6041.515054,4202.501044000001,1969.3223530000005,12.7,25104.0,251.954227,291.958054,2186.072822,123.591842,58.040045,1743.417006,127.557462,274.826322,113.86964499999999,188.72100300000002,216.856031,125.26531,87.69484200000001,99.97643299999999,245.950351,294.519878,170.77973099999994,904.0737280000002,87.703462,897.667249,97.46607500000002,224.31786800000003,59.014826
2024-06-01,11226.223824000002,5345.517419000001,3986.3524080000007,1894.3539970000013,14.6,24051.0,224.891446,271.29968,1946.5577900000005,113.88697900000001,53.91007299999999,1574.0461309999998,121.129453,269.465662,106.315423,170.20727600000004,177.586016,116.053957,75.817628,90.122421,224.86898100000002,277.25626200000005,163.56996399999997,821.987671,89.91368700000001,805.727752,89.56188000000002,206.270581,59.245942
2024-07-01,13226.304292000003,6891.402589000001,4322.631488000002,2012.2702149999993,10.6,26675.0,272.487646,330.3466890000001,2493.879553,132.715238,59.737640000000006,1995.706836,126.19410200000002,301.4616109999999,129.343821,200.387791,188.553482,149.48126200000002,91.684672,112.32201600000003,257.074539,312.992163,193.15211399999998,974.2861119999999,96.08386300000001,976.792195,91.788497,225.92255000000003,59.377652000000005
2024-08-01,12171.606644999998,5900.983050000002,4241.513376,2029.1102189999965,12.7,23806.0,222.97888599999996,297.088207,2205.5336119999997,121.88849899999998,60.730565999999996,1809.9281669999998,121.104937,280.52127300000006,118.88769500000001,174.14109,181.98925,122.352329,77.272259,95.14160799999999,238.634856,297.76564800000006,174.25527499999998,866.792644,91.885901,885.440159,89.46432300000002,207.06445600000004,57.69596
2024-09-01,10237.192793000002,4320.586551999999,3943.7680500000024,1972.838191000001,17.1,19829.0,205.33131699999998,217.50853000000004,1609.4784270000002,95.14789599999999,59.658237,1334.5678479999997,107.23310400000001,236.00512,104.38923699999998,168.07788799999997,194.757853,127.71410700000001,72.008627,84.43479100000002,211.307422,258.292272,136.31629900000001,727.7360340000001,83.232046,705.381574,97.43871199999998,207.44919000000002,53.091155
2024-10-01,10678.921133999998,4548.718389999995,4151.263378000001,1978.9393660000023,20.5,22158.0,246.511166,196.741516,1632.666847,98.433076,57.940099000000004,1313.185697,105.324337,239.990805,119.47116700000004,193.753804,224.43558400000003,169.27530800000002,81.85077799999999,95.95975299999999,231.80151400000003,261.421675,154.677593,757.3272049999999,81.303873,768.2571429999999,126.11233200000001,266.851895,50.789886
2024-11-01,11064.005963999998,4796.444766999999,4254.044165000001,2013.5170319999984,22.4,22856.0,245.85060099999998,192.81006200000002,1682.086919,101.00968300000002,66.91592900000002,1345.4141739999995,102.95075200000001,224.88145200000002,139.725817,187.845913,248.22617300000002,171.644246,76.582157,105.504522,242.71778100000003,288.832405,189.83928000000003,794.0574240000001,79.655982,816.617067,145.380811,303.65575700000005,45.098512
2024-12-01,11498.928525000001,5178.579116999998,4441.356097,1878.993311000003,22.6,23961.0,291.494271,197.921067,1759.2581310000003,110.663549,75.972436,1398.477075,115.77672899999999,237.761756,155.03966900000003,204.00547699999998,210.21066900000002,206.811643,84.36029500000001,116.612638,262.627425,330.064633,218.43205399999997,831.9214510000003,88.13411500000001,876.6561019999999,144.10744799999998,309.69635299999993,46.18612400000001
2025-01-01,13605.512562999997,6855.336500999998,4830.369118999999,1919.8069429999998,26.3,27696.0,314.4959349999999,236.12470499999998,2217.9441879999995,126.388519,78.88908099999999,1727.760002,148.49892799999998,294.922151,160.171149,221.755548,283.785426,232.56756999999996,90.63188600000002,124.56619200000002,340.686681,364.124937,239.32482100000004,996.613327,102.21301700000001,1127.675578,181.05440000000002,391.1829750000001,45.378735999999996
2025-02-01,12908.058920999996,6269.121594999997,4692.326964999999,1946.6103609999998,26.1,30257.0,348.59374,216.96045400000003,1958.7191990000001,126.69161900000002,81.911539,1568.491121,135.666123,262.25140400000004,163.41433600000002,221.329134,276.938726,249.22861600000002,84.693079,129.58508899999998,305.63982100000004,360.17930600000005,248.06789900000007,976.584711,89.268144,1042.856084,179.12821000000002,414.89613499999996,44.08468500000001
2025-03-01,11653.169773999995,5266.223059999997,4403.502135999999,1983.4445779999983,23.4,28739.0,252.36331299999998,208.090501,1867.4307099999999,102.03768799999999,65.947891,1477.6321820000003,126.13045199999999,245.265083,119.116819,186.249252,271.29052400000006,173.89980700000004,73.810362,103.464178,271.20973499999997,281.678837,174.865385,810.182427,86.393501,893.9789739999998,151.502486,344.044981,50.559031999999995
2025-04-01,9822.82491,3991.3226290000016,3917.565115999996,1913.9371650000012,18.4,18247.0,192.04206500000004,193.57948199999998,1527.3983910000002,92.357138,55.790687,1227.194887,115.931254,233.248065,89.0089,156.912853,210.38960899999998,112.929311,65.68140600000001,77.549348,208.77843800000002,248.94440700000004,125.08853000000002,709.510295,85.02111900000001,701.6067469999999,91.38423300000001,199.957584,51.730311
2025-05-01,10944.561145999998,4887.294620999999,4071.122618,1986.1439069999992,16.7,23439.0,211.52506000000002,237.437429,1839.922028,101.265328,53.400543,1474.2704020000003,123.98561900000001,256.67569000000003,95.301016,165.061931,210.363816,123.97295700000002,68.002768,85.020352,224.49023700000004,255.96653099999997,138.257012,785.978917,89.71669800000001,786.0877039999998,97.08601099999998,215.10198700000004,57.88761
2025-06-01,12685.143740000005,6598.754185000003,4157.164483000002,1929.2250719999997,11.2,27719.0,241.70378299999996,316.536616,2414.003254,121.33026799999998,53.527532,1916.6699369999994,123.778632,285.33394699999997,117.128801,188.63759900000002,220.06762300000005,142.013032,80.199402,102.553417,247.20143900000002,285.067701,169.019912,915.468473,93.49133,960.79741,90.80012599999999,225.348367,58.877512
2025-07-01,12901.618550000008,6564.070558000007,4293.969131000002,2043.5788610000002,12.3,28119.0,247.77530600000003,319.08281500000004,2380.3439219999996,127.503829,57.74572899999999,1935.260213,129.02167400000002,306.226041,122.68965700000001,192.01282200000003,190.99779100000003,141.842961,77.41973300000002,106.523165,252.166791,307.9207899999999,189.10247000000004,943.0563530000002,100.308052,941.1747160000001,89.267146,215.407028,61.52548400000001
2025-08-01,11718.756339000001,5598.129768999999,4122.105814000001,1998.5207560000008,13.9,23083.0,217.544277,280.78735400000005,2070.2208190000006,114.596325,57.62796000000001,1708.171566,119.436392,284.36663500000003,107.75105300000001,171.365114,187.44537699999998,120.451301,67.822667,91.29600300000001,229.633388,284.245518,160.491191,839.75865,93.633671,843.191504,89.572557,201.743177,59.150146
2025-09-01,10631.54053,4674.102166000001,3922.5820619999995,2034.856302,15.6,22292.0,213.901454,231.871567,1733.0135460000001,97.974164,53.678339000000015,1422.58216,110.030563,255.824621,103.07070799999998,175.181571,192.36443400000002,130.42756100000003,68.23627,87.55422200000001,211.71144300000003,256.82319,138.476007,742.7452789999999,85.34905299999998,730.9889610000001,100.67097500000001,208.437572,53.666721
2025-10-01,10591.335541,4469.048750000001,4046.7197659999997,2075.567025,19.5,20808.0,238.92728400000004,198.28690799999998,1621.1680179999996,101.84684800000002,63.929949,1316.277786,106.243613,240.434482,117.83547600000001,184.839066,173.890392,160.04915400000002,73.134727,98.59508400000003,223.44403800000006,277.063935,153.937135,776.127575,82.656022,735.901462,109.44623799999998,233.517513,52.667935
2025-11-01,10711.334192,4656.511035999998,4027.227775000002,2027.595381,20.6,23537.0,257.05385500000006,190.99617099999998,1600.979836,99.03061699999999,62.255597,1301.483374,107.43714700000001,230.27386199999998,134.663356,186.856831,164.012108,183.11686799999995,78.44773300000001,107.91275399999999,229.21619400000003,273.43231199999997,181.44282800000002,787.632401,83.390269,772.927569,128.77541200000002,270.33902300000005,48.012733000000004
2025-12-01,13077.047231000004,6562.097120000004,4537.296748,1977.6533630000004,25.9,27891.0,302.49144500000006,243.09315700000002,2218.817268,114.849023,75.278345,1774.5728620000002,126.80774999999998,260.505139,144.409324,214.441367,209.510657,223.02185100000003,88.97828499999999,118.43759100000001,301.8136139999999,329.1997,224.90773199999998,936.054508,94.80274100000001,1029.768326,162.554114,340.5970960000001,49.330894
2026-01-01,13145.374525999996,6497.141379,4635.405534999996,2012.8276120000005,25.1,26716.0,298.11978600000003,226.200736,2109.8538209999997,124.35264,76.06208399999998,1661.7192870000001,150.15982300000002,291.515076,143.06439500000002,218.33710399999998,236.465194,224.001965,88.98910999999998,117.39600500000002,314.22715500000004,343.65954999999997,238.26114799999996,951.9142510000003,105.606999,1048.9525270000001,177.75113000000005,377.393982,47.240528000000005
2026-02-01,11780.616316999998,5561.497524999999,4284.903268,1934.215523999999,25.3,28000.0,264.234838,207.928388,1851.220086,99.20261299999999,62.105702,1487.474917,129.804846,257.71662999999995,126.45084,202.870652,242.87498100000002,207.44093099999995,80.268558,108.17454800000002,277.22080700000004,282.77371,194.416168,806.734809,84.485822,891.420111,175.307723,388.09912299999996,45.137444
2026-03-01,11945.035338,5323.151413999999,4382.336102,2239.5478220000005,23.3,26480.0,250.402939,205.654023,1858.2103570000002,99.65620400000002,63.417674,1485.4846710000002,126.06343299999999,249.97320200000001,116.99354699999999,195.159463,260.733497,179.986664,77.260458,105.39550100000001,266.345853,276.40163299999995,182.886596,820.006544,88.264909,880.697203,171.70736100000002,344.22710699999993,52.779427
2026-04-01,10579.342831999998,4463.562614999999,3969.7230319999994,2146.057185,19.7,23251.0,222.01073000000002,200.707897,1625.956079,96.050216,53.685084,1328.6371539999998,118.19653299999999,236.36313700000002,94.37435200000002,171.449488,219.86462500000002,135.745824,68.72634199999999,86.392598,221.745308,250.26982199999998,136.53408500000003,743.39107,83.888235,735.647431,116.80315700000003,240.995556,53.453034
2026-05-01,12151.531183000001,5825.6051019999995,4075.7803080000017,2250.1457729999997,13.5,24345.0,228.44376699999998,286.43412299999994,2136.278524,114.60527600000002,53.411892,1735.7417260000002,129.101261,272.076578,103.425716,175.59644,207.63463199999998,128.11816199999998,78.79915299999999,95.875245,235.91580400000004,276.682257,159.435084,855.5977240000001,94.61719199999999,839.8720649999998,93.61928599999999,217.298292,58.76882799999999
2026-06-01,12641.171137,6339.790451999998,4114.308993000001,2187.071692000001,12.0,25785.0,237.80452999999997,310.34290500000003,2296.563615,121.804616,54.08253,1888.0903650000002,128.82425999999998,283.255246,111.736181,174.105033,207.81170500000005,135.817901,79.50943000000001,103.14939799999999,242.50713900000002,289.51575,179.933596,907.3168880000001,97.48990400000001,884.937582,89.373792,211.924869,58.559464
2026-07-01,13063.214629,6643.194388999998,4211.154804000002,2208.8654360000005,12.5,27189.0,,,,,,,,,,,,,,,,,,,,,,,
2026-08-01,12432.027715,6093.0651320000015,4100.504724,2238.457858999998,12.3,24956.0,,,,,,,,,,,,,,,,,,,,,,,
